ship_imo;ship_name;country;departure;container_id;container_type;container_group;net_weight;gross_weight;owner;declared;contact;customs_ok
GLV1922612;Eulalia;TD;201602178;JRWY1272756;20U1;22R1;26936712.06;2693671.21;Senger, Bogan and Huels;Music, Electronics & Garden;alda.willms@johnson.net;true
NCZ1777367;East Savanahton;ER;2016021920;UVWH1851124;45G3;42T0;49224775.76;4922477.58;Leuschke-Swaniawski;Grocery, Automotive, Kids, Sports & Games;leanna_rutherford@bogan.biz;true
FUS1202266;East Mustafaland;GU;2016021816;YTIA1907843;24R1;28VH;37603527.0;1128105.81;Grady Group;Computers;obie_stoltenberg@schiller.biz;true
YZX1455509;Marksshire;CH;2016021712;RVNZ1574043;4410;28VH;4698046.47;234902.32;Kuhic Group;Automotive, Toys, Home & Clothing;milo_kuhic@koelpin.biz;true
NCZ1777367;East Savanahton;ER;2016021920;ROYB1033211;2960;22T0;30498138.48;3049813.85;Marks-DuBuque;Garden, Computers & Industrial;eloy.wolff@boehm.biz;true
JCI1797526;Herminio;KH;2016021610;JUOC1333639;20P2;42G0;46677253.63;1400317.61;Gleason, Kiehn and Goodwin;Sports & Music;kamren_kaulke@klocko.net;true
IWE1254579;North Creola;HR;2016021919;IZYG1841057;24H2;42G0;116192120.3;5809606.02;Daniel and Sons;Shoes;kale@champlin.com;true
YZX1455509;Marksshire;CH;2016021712;UZWN1824695;L2H2;22VH;26077193.57;782315.81;Schinner-Kub;Outdoors & Sports;milford@sawayn.info;true
GEU1548633;Lomaton;CK;201602204;WSLI1971201;20H1;28VH;44986830.7;2249341.54;Wehner, Pfeffer and Braun;Clothing & Baby;blaze.zieme@cronin.biz;true
JMP1637582;East Zechariahland;AQ;2016021513;ISMG1476476;2851;28VH;15204175.09;760208.75;Kshlerin Inc;Garden, Clothing, Outdoors & Movies;cloyd@gerlach.name;true
JMP1637582;East Zechariahland;AQ;2016021513;XALM1624256;45RE;42R1;9596465.28;287893.96;Mraz-Gibson;Electronics & Shoes;khalil.christiansen@cain.io;true
GYR1192020;Emardland;RU;201602156;SIWX1238058;40T4;22H0;32997053.99;989911.62;Sawayn LLC;Shoes & Beauty;louisa_rolfson@beerdooley.net;true
POG1615575;Lake Eribertoland;CR;2016021611;IFMA1770739;L5RT;42U1;17231459.32;516943.78;Bode-Johnston;Jewelery, Toys & Grocery;fern_hintz@strosin.info;true
FUS1202266;East Mustafaland;GU;2016021816;MUXA1618256;42P9;42VH;6999562.89;699956.29;Osinski-Mills;Industrial;bryce@anderson.co;false
NLH1771681;Port Noemie;TC;201602165;VXNB1938296;42PF;28VH;4486451.55;224322.58;West Group;Kids, Automotive & Clothing;arne.boehm@haag.biz;true
AMC1861710;Jayden;BD;201602183;PYNM1283955;40H5;45G0;31624232.15;3162423.22;Wolff, Bartoletti and Fritsch;Beauty, Baby, Electronics & Industrial;jayson_ruecker@strackecarter.net;true
GYR1192020;Emardland;RU;201602156;BNVH1472844;22T0;28VH;141742237.64;14174223.76;Wisozk Group;Garden;haylee.walsh@flatleyjacobs.io;false
NCZ1777367;East Savanahton;ER;2016021920;WLCR1609575;8550;42G0;39247860.03;1177435.8;Lueilwitz, Turner and Buckridge;Computers, Toys, Books & Kids;jace@lang.net;true
JET1053895;Jamil;TM;2016021914;VHIM1122818;4262;22T0;8539549.72;426977.49;Klocko, Bayer and Bernhard;Jewelery, Books, Movies, Home & Sports;kaylah_weber@hickle.net;false
YZX1455509;Marksshire;CH;2016021712;RVXO1614674;42PL;42U1;13927578.77;1392757.88;Hessel-Hane;Automotive & Baby;neva@jenkins.info;true
GYR1192020;Emardland;RU;201602156;KTXJ1328260;4400;12TR;12719485.43;381584.56;Nikolaus-Jenkins;Music;whitney@nolanlueilwitz.info;true
GLV1922612;Eulalia;TD;201602178;FQSN1108809;2052;22VH;38100695.63;1905034.78;Bartell, O'Connell and Johnson;Music;federico.barrows@kelerkonopelski.io;false
JCI1797526;Herminio;KH;2016021610;KETX1362337;20R3;28VH;9428026.53;471401.33;Kautzer-Pacocha;Baby, Clothing, Games, Kids & Jewelery;adelia@upton.biz;true
RYP1117603;New Santinoberg;AZ;201602187;WANT1471953;9500;28VH;2934285.22;88028.56;Becker Group;Grocery & Beauty;monty@kreiger.co;true
GEU1548633;Lomaton;CK;201602204;KLNW1611898;4530;22R1;74044307.6;3702215.38;Walter, Heathcote and Koepp;Grocery, Tools, Outdoors & Movies;eliseo_davis@boganhartmann.io;true
KSP1096387;Wiley;CF;201602199;DHEJ1482989;2030;L5R1;59051976.55;5905197.66;Leannon-Schroeder;Baby & Clothing;ambrose@beckerschaefer.co;true
GYR1192020;Emardland;RU;201602156;ATXB1645038;4102;28VH;43560011.53;4356001.15;Kuhn-Morissette;Games, Baby, Clothing, Shoes & Toys;charity.harber@conn.info;true
GEU1548633;Lomaton;CK;201602204;SWXT1708984;20R3;45G0;25198059.07;755941.77;Upton-Reichert;Baby, Home & Beauty;felix.schoen@lehner.name;true
AMC1861710;Jayden;BD;201602183;LFXG1101350;28VH;28VH;60354659.53;1810639.79;Bernhard and Sons;Health & Home;janis.okuneva@langworth.biz;false
DEJ1128330;Tiara;GP;2016021818;DBYL1052657;20T2;42VH;1828978.64;91448.93;Ernser-Steuber;Games & Books;thelma_kreiger@mosciski.net;false
JMP1637582;East Zechariahland;AQ;2016021513;DQFO1211437;2220;8888;6492561.2;194776.84;Monahan-Abshire;Home, Industrial, Games, Grocery & Baby;patrick@brakus.com;true
AMC1861710;Jayden;BD;201602183;FIBX1336042;22TN;8888;866531.78;25995.95;Shanahan, Miller and Stroman;Home, Computers, Baby, Jewelery & Music;leie@kiehnkshlerin.com;true
NLH1771681;Port Noemie;TC;201602165;KDSR1813098;3200;22T0;33192330.01;995769.9;Purdy, DuBuque and Braun;Tools, Outdoors, Music, Computers & Games;xander@gottliebmayert.com;true
FUS1202266;East Mustafaland;GU;2016021816;ABRX1421355;2073;22VH;14160819.83;424824.59;Treutel, Rohan and Hills;Electronics;tillman.stokes@deckowvon.biz;true
IWE1254579;North Creola;HR;2016021919;XKHZ1009409;22H0;22VH;66269274.11;1988078.22;Boehm, Beier and Donnelly;Kids;robb_casper@schiller.co;true
FUS1202266;East Mustafaland;GU;2016021816;ABHP1755986;44GP;28VH;1009041.47;30271.24;Konopelski Inc;Home, Jewelery, Grocery, Beauty & Health;kelsie@cartwright.org;true
DEJ1128330;Tiara;GP;2016021818;GBWF1958753;40G3;42VH;3759542.51;187977.13;Pfannerstill-Wilkinson;Toys, Electronics, Movies, Grocery & Outdoors;gene.marvin@anderson.name;true
YZX1455509;Marksshire;CH;2016021712;AMXR1757104;20U4;28VH;16544647.7;827232.39;Williamson, Langosh and Klein;Beauty;jamil@braun.org;true
FUS1202266;East Mustafaland;GU;2016021816;NKYP1493997;24RT;28VH;21860121.58;2186012.16;Wyman Inc;Toys, Baby & Jewelery;jabari@wiza.biz;true
SQH1155999;Aileen;GN;201602191;PXER1084173;4061;28VH;68964889.85;3448244.49;Fisher and Sons;Jewelery, Sports & Music;jo@yoststamm.name;true
RYP1117603;New Santinoberg;AZ;201602187;QMGI1833412;48P3;22R1;14979813.55;449394.41;Johns-Bernhard;Jewelery & Shoes;madilyn@runolfsdottir.biz;true
GYR1192020;Emardland;RU;201602156;RIXQ1656614;8770;28VH;13396357.1;401890.71;Kiehn Inc;Clothing & Home;ervin_daugherty@okeefe.co;true
DEJ1128330;Tiara;GP;2016021818;RDLC1790229;2011;8888;30838919.53;925167.59;Runte, Steuber and Schimmel;Books;elvie@bahringerokuneva.biz;true
GYR1192020;Emardland;RU;201602156;DGWY1487172;4030;45G0;12554085.84;376622.58;Hyatt LLC;Beauty & Kids;magali_zulauf@ratke.org;true
JMP1637582;East Zechariahland;AQ;2016021513;JSCT1597345;B2G1;29P0;92736337.31;4636816.87;Reinger, Gaylord and Nikolaus;Toys;milton_lakin@ondricka.io;true
SQH1155999;Aileen;GN;201602191;EUWI1623284;20T0;12TR;20347845.39;2034784.54;Fay-Shanahan;Music, Outdoors, Games & Garden;javon_jacobi@kulas.name;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;CUHI1061638;L2H5;42R1;45977979.71;4597797.97;Nolan, Dietrich and Kreiger;Games, Computers & Shoes;leatha@mayertstrosin.com;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;DMEC1552346;L5R2;28VH;98056260.94;2941687.83;Treutel, Greenholt and Dach;Clothing, Shoes, Automotive & Health;rafael@mitchell.info;true
AMC1861710;Jayden;BD;201602183;GZPN1583685;2960;28VH;15226997.23;761349.86;Schmidt, Medhurst and Berge;Home, Computers, Industrial & Music;selmer_davis@rau.net;true
GYR1192020;Emardland;RU;201602156;LFTG1322014;4432;28VH;5516115.51;165483.47;Pfeffer, Reichel and Lebsack;Music & Shoes;lelah@hammes.co;true
GLV1922612;Eulalia;TD;201602178;JFCL1366077;4340;28VH;165031714.4;16503171.44;Konopelski, Steuber and Brakus;Home, Movies & Electronics;dayna_yost@beahan.co;true
NCZ1777367;East Savanahton;ER;2016021920;DNYW1627447;2304;22H0;120790464.24;3623713.93;Hintz Inc;Jewelery, Shoes, Health & Computers;connor_johnson@mohr.net;true
TCU1641123;New Margarete;NU;201602202;WVOZ1048472;L2G2;28VH;26919572.23;807587.17;Frami LLC;Grocery & Books;maegan.leannon@lind.co;true
DEJ1128330;Tiara;GP;2016021818;OCTV1096320;42HI;22H0;10328845.95;516442.3;Schinner Group;Health & Industrial;adrienne.doyle@gloverbatz.co;true
NCZ1777367;East Savanahton;ER;2016021920;VOFZ1029960;24GP;42T0;9978367.17;997836.72;Lockman Group;Computers, Sports, Grocery, Toys & Games;doyle_walter@kuhlman.co;true
IWE1254579;North Creola;HR;2016021919;ASXD1490627;4303;L5G1;100389714.79;5019485.74;McDermott-McCullough;Books, Industrial & Baby;dorris_hahn@kilback.io;true
JET1053895;Jamil;TM;2016021914;TZVQ1901625;L2R1;L5R1;74219923.53;3710996.18;McGlynn-Wuckert;Jewelery, Home & Outdoors;payton@robel.name;true
AEY1108363;Juana;AG;2016021917;MTXZ1869702;7999;L5R1;13402673.27;402080.2;Krajcik LLC;Movies & Games;mitchell_friesen@beerstark.co;false
GEU1548633;Lomaton;CK;201602204;UTCM1379676;2242;28VH;35353771.56;1767688.58;Waters-Bednar;Games, Sports, Computers, Baby & Music;valerie.greenholt@mannjacobs.info;true
GYR1192020;Emardland;RU;201602156;CSXT1902391;4533;42VH;34475554.89;3447555.49;McDermott-Pfannerstill;Automotive;anika@osinski.co;true
AMC1861710;Jayden;BD;201602183;LIAH1925219;4531;22T0;10848406.99;325452.21;Bauch and Sons;Garden, Outdoors, Kids, Movies & Health;enos@glover.net;true
POG1615575;Lake Eribertoland;CR;2016021611;KFPY1719986;42TG;22H0;167748792.89;5032463.79;Howe Group;Clothing, Garden, Electronics & Shoes;nedra@cartwright.info;true
YZX1455509;Marksshire;CH;2016021712;CRPG1389859;45R0;22UP;47203225.92;4720322.59;Reinger Inc;Baby;uriel@mcglynn.com;true
YZX1455509;Marksshire;CH;2016021712;LJPC1827479;4251;28VH;21945658.54;658369.76;Becker-Littel;Jewelery, Electronics, Health & Industrial;danny@schuppe.name;true
JET1053895;Jamil;TM;2016021914;IGXK1803458;28VH;28VH;1884830.5;56544.92;Jacobson Group;Electronics, Health & Baby;josianne@cormierstoltenberg.co;true
AMC1861710;Jayden;BD;201602183;SRMF1228611;2671;42G0;112191212.36;11219121.24;Stokes Group;Books;bradford@dooleykoch.io;true
SQH1155999;Aileen;GN;201602191;RAUX1713695;2266;28VH;39366889.26;3936688.93;Rau-Konopelski;Baby & Shoes;berry_collins@sipes.io;true
JET1053895;Jamil;TM;2016021914;UEOF1347511;L5G3;42U1;937229.0;28116.87;Corkery Group;Grocery;helmer@johnston.co;false
YZX1455509;Marksshire;CH;2016021712;WQBE1790190;L5G2;45G0;73066726.9;3653336.35;Witting Inc;Jewelery, Outdoors, Computers, Tools & Garden;christelle@gottlieb.com;true
TCU1641123;New Margarete;NU;201602202;EXFJ1282822;22G1;28VH;43246687.22;4324668.72;Harvey-Gleason;Computers, Movies & Jewelery;elsa@marvinfarrell.org;true
AMC1861710;Jayden;BD;201602183;UTBN1298929;4253;22T0;144814387.52;14481438.75;Prosacco Group;Sports & Garden;stephan_pagac@durgan.name;true
TCU1641123;New Margarete;NU;201602202;ZBJH1066313;4252;22VH;30123067.22;903692.02;Hessel LLC;Kids & Music;maggie_gislason@pagacleffler.org;false
FUS1202266;East Mustafaland;GU;2016021816;GRKO1006585;25GP;42T0;29853663.19;2985366.32;Gorczany-Buckridge;Outdoors & Garden;bettye_goldner@kemmer.co;true
DEJ1128330;Tiara;GP;2016021818;CXZD1435504;42P6;42R1;33903195.57;1695159.78;Veum Group;Books, Baby & Health;lavon.goldner@trantow.biz;true
NLH1771681;Port Noemie;TC;201602165;PBXJ1646009;45R0;28VH;6667744.82;333387.24;Nolan Inc;Jewelery;jaeden.paucek@price.net;true
GLV1922612;Eulalia;TD;201602178;PJGZ1036450;3399;28VH;25724208.42;771726.25;Jerde, Collier and Stehr;Jewelery, Garden & Outdoors;garnett@bernhardherzog.com;true
SQH1155999;Aileen;GN;201602191;ECRM1050329;45RS;42VH;159397626.58;15939762.66;Kulas and Sons;Computers, Baby & Home;margarett_king@cartwright.name;true
JMP1637582;East Zechariahland;AQ;2016021513;PXDM1479405;40T3;22R1;8832732.17;264981.97;Schmidt Group;Jewelery, Music, Electronics & Movies;sunny@wyman.info;true
IWE1254579;North Creola;HR;2016021919;TXOE1622083;2166;28VH;61540331.73;6154033.17;Mitchell, Hegmann and Kohler;Home, Sports, Beauty, Baby & Shoes;sydnee_johnson@crooks.org;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;AFUE1434509;4264;28VH;75036659.83;3751832.99;Ernser and Sons;Automotive, Sports, Garden & Movies;branson_cremin@ohararosenbaum.info;false
JET1053895;Jamil;TM;2016021914;QWHY1515214;26G3;22UP;52168346.53;5216834.65;Crooks Group;Sports, Clothing, Outdoors, Beauty & Toys;veronica.mclaughlin@abernathy.info;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;IBJT1405596;24G2;29P0;47963662.33;2398183.12;Considine-Hilpert;Electronics;darryl.armstrong@will.io;true
JMP1637582;East Zechariahland;AQ;2016021513;HYFW1661127;4163;22R1;56729517.47;5672951.75;Kunde Group;Music, Sports, Kids, Home & Clothing;mikel@mante.info;true
POG1615575;Lake Eribertoland;CR;2016021611;FWJI1600359;4004;28VH;54445456.88;5444545.69;Runte and Sons;Automotive, Grocery & Books;bridie_gottlieb@nader.com;true
FUS1202266;East Mustafaland;GU;2016021816;NSIT1499568;40V0;28VH;32170495.02;1608524.75;Dietrich-Legros;Music, Jewelery, Toys, Electronics & Automotive;howard_hansen@ortiz.io;true
FUS1202266;East Mustafaland;GU;2016021816;PVKN1769980;42T9;28VH;3207938.17;96238.15;Wintheiser-Heaney;Kids, Clothing, Baby, Music & Toys;brionna@rath.co;true
AEY1108363;Juana;AG;2016021917;DGPW1535380;2078;22R1;28862667.08;865880.01;Murphy Group;Games, Outdoors, Movies, Computers & Garden;vena.torphy@grimes.co;true
DEJ1128330;Tiara;GP;2016021818;TOUI1819305;45H2;8888;27491475.39;1374573.77;Wehner LLC;Electronics;reymundo@roberts.co;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;ONFR1443516;45RT;28VH;24496290.35;2449629.04;Lueilwitz-Robel;Tools & Movies;maudie@rath.com;true
DEJ1128330;Tiara;GP;2016021818;EDNU1400946;40TG;28VH;63182331.56;1895469.95;Heller Group;Shoes & Health;aracely@hand.org;false
AEY1108363;Juana;AG;2016021917;VYNE1440736;20RE;42G0;13034739.94;391042.2;Larson, McLaughlin and Swaniawski;Beauty, Grocery, Sports & Outdoors;shanel@dietrichgusikowski.co;true
YZX1455509;Marksshire;CH;2016021712;ZBHO1346218;42V4;28VH;26963140.83;2696314.08;Nolan, McLaughlin and Kemmer;Industrial;helen.fadel@cruickshankkeebler.name;true
SQH1155999;Aileen;GN;201602191;HXJU1091026;42T8;28VH;26862104.83;805863.14;Klein-Weissnat;Books, Shoes, Electronics, Health & Computers;tabitha@kleinratke.co;true
GYR1192020;Emardland;RU;201602156;NFRV1121654;42P8;42VH;196056075.88;5881682.28;Christiansen and Sons;Sports;may@waltercollier.name;true
GEU1548633;Lomaton;CK;201602204;QJHN1138413;2771;22T0;49228301.88;1476849.06;Dicki, Champlin and Schulist;Toys & Tools;jana@lueilwitz.info;false
NLH1771681;Port Noemie;TC;201602165;OAEX1795534;2072;22R1;64468962.58;1934068.88;Runte Inc;Clothing & Music;orrin@reichel.info;true
TCU1641123;New Margarete;NU;201602202;JPUL1840203;22GP;28VH;78625285.92;7862528.59;Cummerata-Abbott;Grocery & Toys;eloy_schumm@ko.biz;true
KSP1096387;Wiley;CF;201602199;QIOX1020318;4310;42T0;21144042.2;634321.27;Reilly-Roob;Jewelery, Clothing, Music & Games;xander@kuvalisreilly.info;true
RYP1117603;New Santinoberg;AZ;201602187;KDBQ1301685;9400;42VH;34622174.34;1731108.72;Wolff-Swift;Outdoors, Beauty, Movies & Kids;coy.larkin@westpfeffer.org;true
NCZ1777367;East Savanahton;ER;2016021920;SAHR1749748;42P8;12TR;11302509.32;339075.28;Mueller-Farrell;Health;antonetta_waters@wolff.io;true
YZX1455509;Marksshire;CH;2016021712;AFDB1968795;4102;29P0;114321065.26;5716053.26;O'Hara-Gusikowski;Automotive, Electronics & Toys;lance@stromangrant.biz;true
GEU1548633;Lomaton;CK;201602204;FIBP1026946;40B1;22VH;476382.75;23819.14;Bode, Wisoky and Gutmann;Automotive;jasper.bednar@schmidt.name;true
JMP1637582;East Zechariahland;AQ;2016021513;VGEW1762501;2075;22B0;36002526.39;3600252.64;Senger and Sons;Garden, Baby, Toys & Automotive;darrell.walker@predovic.info;true
GEU1548633;Lomaton;CK;201602204;FDJB1083448;22T5;22UP;46762928.72;1402887.86;Rice-Baumbach;Automotive, Garden, Electronics & Grocery;wilma_nienow@zieme.io;true
TCU1641123;New Margarete;NU;201602202;BIDK1982072;2102;29P0;25918020.68;2591802.07;Bartell, Raynor and Kuphal;Garden, Jewelery & Kids;olen.koepp@jacobi.biz;true
RYP1117603;New Santinoberg;AZ;201602187;COAW1753421;40G3;28VH;46737938.32;4673793.83;Will, McDermott and Corwin;Toys & Baby;annalise@pacochawilkinson.com;true
FUS1202266;East Mustafaland;GU;2016021816;RGJB1176449;2004;28VH;7887193.43;788719.34;Hammes-Terry;Computers, Baby, Industrial, Grocery & Toys;jovanny.kerluke@treutel.net;true
NLH1771681;Port Noemie;TC;201602165;PMWB1941895;40UT;45G0;26109429.6;783282.89;Heathcote, Heller and Greenfelder;Clothing, Grocery & Books;josephine.ebert@pollichrunolfon.io;true
FUS1202266;East Mustafaland;GU;2016021816;XTGU1315600;20T8;L5G1;40289105.37;4028910.54;Block LLC;Beauty, Jewelery, Books & Automotive;rosanna_balistreri@rogahn.io;true
JCI1797526;Herminio;KH;2016021610;FUDS1284029;4351;28VH;246611653.93;7398349.62;Luettgen, Block and Mertz;Clothing, Toys, Baby & Outdoors;lila_macgyver@macejkovicemard.info;true
NLH1771681;Port Noemie;TC;201602165;IYBC1635912;9532;42VH;20582310.63;617469.32;Schmeler-Beatty;Computers;katelynn@grady.biz;true
AEY1108363;Juana;AG;2016021917;WUYX1915071;4651;28VH;31253717.93;1562685.9;Brown, Mills and Breitenberg;Home, Shoes & Health;theodora.kuphal@mckenzie.biz;true
NLH1771681;Port Noemie;TC;201602165;ZDXV1860335;2162;22B0;28851520.26;1442576.01;Rolfson-Bahringer;Outdoors, Clothing, Electronics & Sports;brando@danielokon.biz;true
DEJ1128330;Tiara;GP;2016021818;ECRO1222195;4200;8888;33563016.18;1006890.49;Torphy Inc;Computers, Sports, Industrial & Beauty;felicity@kochcrona.name;true
IWE1254579;North Creola;HR;2016021919;KXFV1663110;42HI;22T0;28471931.42;1423596.57;Mante-Gerhold;Jewelery, Grocery & Music;ivah@mann.name;true
FUS1202266;East Mustafaland;GU;2016021816;DYBQ1019691;9510;22B0;27887722.51;2788772.25;Johns-Wisozk;Electronics, Tools, Kids, Shoes & Home;lisa.larson@yost.co;true
POG1615575;Lake Eribertoland;CR;2016021611;WGPE1187183;4080;L5R1;10668414.51;320052.44;Bogisich, Veum and King;Grocery, Shoes & Music;dusty_kulas@lakin.info;true
SQH1155999;Aileen;GN;201602191;JMRC1794889;40V0;28VH;106997700.7;10699770.07;Legros-Murazik;Sports & Garden;kristy.krajcik@nitzsche.net;false
GEU1548633;Lomaton;CK;201602204;OKPY1277047;4300;28VH;4387149.7;131614.49;Murazik-Reilly;Health, Grocery, Games & Shoes;darrin@mayert.io;true
GEU1548633;Lomaton;CK;201602204;XWNG1431465;4270;28VH;6070649.94;303532.5;Franecki, Klein and Douglas;Home, Outdoors, Sports & Books;sienna@legros.org;true
GEU1548633;Lomaton;CK;201602204;RBCY1531756;20B1;28VH;35320081.03;3532008.1;Ledner, Keebler and Bahringer;Outdoors, Games & Movies;reed_morar@romaguerarosenbaum.biz;true
POG1615575;Lake Eribertoland;CR;2016021611;GVBP1482562;20P5;28VH;78147425.2;2344422.76;Champlin-Skiles;Baby & Grocery;catharine.windler@moorestehr.co;true
JCI1797526;Herminio;KH;2016021610;KUOG1927848;22T5;28VH;97025383.4;9702538.34;Willms-Hegmann;Industrial & Movies;rosalyn@jerdelind.com;true
NCZ1777367;East Savanahton;ER;2016021920;JLCB1115912;45R0;28VH;10221230.82;1022123.08;Stokes-Beer;Garden, Baby, Health & Home;heloise@simonis.name;true
NLH1771681;Port Noemie;TC;201602165;FTVU1046486;2367;28VH;23874932.42;716247.97;Roob-Rowe;Automotive, Games, Music, Kids & Jewelery;arjun.mertz@vonrueden.org;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;CIYX1562968;42T7;8888;167627169.75;16762716.98;Sawayn Group;Books & Beauty;aurelie@rau.net;false
RYP1117603;New Santinoberg;AZ;201602187;TFLG1800501;42P6;28VH;12135191.11;606759.56;Prosacco, Marquardt and Miller;Computers, Music, Jewelery, Grocery & Kids;leila.walker@skiles.name;true
RYP1117603;New Santinoberg;AZ;201602187;BRYA1763766;2364;L5G1;6826917.9;204807.54;O'Hara Group;Grocery, Outdoors & Electronics;howard.tromp@padberg.org;true
NCZ1777367;East Savanahton;ER;2016021920;QOUA1680052;42B1;12TR;180674801.44;5420244.04;Hickle-Shields;Computers;lempi@kelerruecker.info;true
YZX1455509;Marksshire;CH;2016021712;RKPH1300594;2050;28VH;20742713.47;1037135.67;Johnson LLC;Music, Home, Computers & Tools;willa_johnson@monahan.co;true
IWE1254579;North Creola;HR;2016021919;NXHY1138939;40R2;42R1;121082668.4;6054133.42;Stokes Inc;Outdoors & Shoes;sven@stehr.name;true
SQH1155999;Aileen;GN;201602191;SJON1137222;4750;22T0;84844790.17;8484479.02;Shanahan-Barton;Automotive, Sports, Beauty & Games;kenyon.schaden@rosenbaum.name;true
DEJ1128330;Tiara;GP;2016021818;PZGR1938358;45G0;22T0;1373930.77;68696.54;Ebert-Wolf;Jewelery & Automotive;shakira_cole@kovacek.info;true
YZX1455509;Marksshire;CH;2016021712;DHEI1246639;4365;12TR;149781312.99;4493439.39;Hessel, Bayer and Dare;Health, Clothing, Electronics & Garden;hayden@klockofeeney.com;true
SQH1155999;Aileen;GN;201602191;XPGM1604814;44RT;22T0;22064291.94;661928.76;Bernier-Grant;Beauty;rylee@douglasfeeney.com;true
YZX1455509;Marksshire;CH;2016021712;HRYS1859631;44H5;22P1;53910854.14;5391085.41;Kohler-Larkin;Electronics, Books, Music & Sports;mazie.feeney@larson.biz;false
IWE1254579;North Creola;HR;2016021919;BHOM1419818;2131;42VH;82678507.18;2480355.22;Monahan Inc;Garden;adelia_pagac@batz.biz;true
GEU1548633;Lomaton;CK;201602204;XDUH1976005;22G1;42U1;9222422.65;922242.27;Feeney and Sons;Grocery, Clothing & Electronics;rusty@braun.co;true
RYP1117603;New Santinoberg;AZ;201602187;FIPL1875845;4270;22T0;8362182.84;418109.14;Daniel-Orn;Baby;kailyn_ohara@jacobs.biz;false
JCI1797526;Herminio;KH;2016021610;PIOK1431604;4534;22R1;19646763.17;1964676.32;Little LLC;Sports, Movies, Beauty & Home;lucius@stoltenbergzulauf.net;true
AMC1861710;Jayden;BD;201602183;AUFX1637320;22H2;28VH;16192862.73;809643.14;Wisozk-Wilderman;Jewelery, Movies, Games, Shoes & Home;julius@okeefe.org;true
YZX1455509;Marksshire;CH;2016021712;VYNQ1921743;4364;29P0;191814102.94;9590705.15;Gerlach-Renner;Baby, Sports & Health;alden@armstrong.biz;true
AMC1861710;Jayden;BD;201602183;GSVC1467358;2010;22H0;66847823.88;6684782.39;Bayer, Schneider and Greenfelder;Music, Shoes & Home;domingo_ryan@hermansatterfield.io;true
POG1615575;Lake Eribertoland;CR;2016021611;KHWB1176701;42U3;22UP;31217029.62;936510.89;Nikolaus, Gleichner and Huel;Home & Garden;hope@wolff.net;true
TCU1641123;New Margarete;NU;201602202;RZXM1154564;2078;L5R1;11456511.61;572825.58;Dare, Torphy and Miller;Home, Beauty, Toys, Movies & Garden;merle@gleason.co;true
GLV1922612;Eulalia;TD;201602178;UVWZ1710275;42T5;28VH;3415129.91;102453.9;Weber-VonRueden;Sports, Industrial, Baby & Games;margarette.mosciski@mayert.co;true
POG1615575;Lake Eribertoland;CR;2016021611;DLCR1100460;22G3;42T0;34080200.34;3408020.03;Hegmann, Hintz and Mann;Toys;scot@franeckiyost.info;true
RYP1117603;New Santinoberg;AZ;201602187;RZSP1442116;2230;22P1;20191191.6;605735.75;Glover, Bosco and Ritchie;Sports, Movies, Books, Electronics & Jewelery;corrine_huel@spencersmitham.io;true
RYP1117603;New Santinoberg;AZ;201602187;FHAN1487451;4210;28VH;6320009.97;316000.5;Collins, Huels and Franecki;Jewelery, Kids, Home & Tools;fanny@wizabrekke.com;true
NLH1771681;Port Noemie;TC;201602165;UNJP1540532;45RT;22VH;3894317.82;116829.53;Hoppe LLC;Tools, Computers, Books, Music & Movies;bernice@quitzon.org;true
POG1615575;Lake Eribertoland;CR;2016021611;VAZF1647441;20U3;L5G1;21334048.07;640021.44;Gutkowski and Sons;Health, Beauty, Electronics & Kids;baron@considine.org;true
KSP1096387;Wiley;CF;201602199;UKTX1911331;L0GP;42G0;28346436.66;2834643.67;Morar, Zulauf and Runte;Health, Books, Toys & Outdoors;chanel@senger.com;true
AMC1861710;Jayden;BD;201602183;EFJM1803872;2052;28VH;86970762.84;2609122.89;Konopelski Inc;Industrial, Garden, Music, Outdoors & Home;hortense.abernathy@bruen.io;true
AMC1861710;Jayden;BD;201602183;ETRB1493706;3000;28VH;49778874.5;4977887.45;Johns Inc;Games, Grocery, Outdoors, Industrial & Shoes;elyse@jacobsbreitenberg.org;false
GYR1192020;Emardland;RU;201602156;QUEL1792946;2230;42VH;150975818.83;7548790.94;Frami-VonRueden;Industrial, Movies & Beauty;jensen_hayes@hintz.com;true
YZX1455509;Marksshire;CH;2016021712;ABYG1248882;4032;28VH;36896563.68;1844828.18;Kulas Group;Kids, Music & Sports;darrin@hoegerhoeger.net;true
GLV1922612;Eulalia;TD;201602178;YUWK1895633;4031;L5R1;81316587.48;2439497.62;Gorczany, Ziemann and Zemlak;Grocery, Movies & Books;maxine_hoppe@kubrunolfon.org;false
GEU1548633;Lomaton;CK;201602204;BTZV1430179;2224;28VH;111683019.6;3350490.59;Pfannerstill Inc;Health, Garden, Grocery, Clothing & Electronics;nina_runolfon@oconnell.name;true
SQH1155999;Aileen;GN;201602191;WRAJ1317408;L2RE;28VH;23432281.16;702968.43;O'Keefe-Hane;Baby & Kids;adolf.douglas@muller.name;true
