tx_id|tx_time|buyer|currency_code|payment_type|credit_card_number|country|department|product|item_price|coupon_code|was_returned
OUJHXPL183|2010-05-02T12:39:59Z|Bernice Hermann|GBP|FORBRUGSFORENINGEN|1490-1872-1613-1955|VA|Toys|Sleek Bronze Keyboard|51.02||defect
OUJHXPL183|2010-05-02T12:39:59Z|Bernice Hermann|GBP|FORBRUGSFORENINGEN|1490-1872-1613-1955|VA|Jewelery|Synergistic Silk Bottle|9.06|ZUR2|false
ODPWRVB197|2010-06-29T14:59:09Z|Derick Stark|AUD|AMERICAN_EXPRESS|1688-1149-1765-1613|KY|Jewelery|Durable Leather Shoes|23.85||false
SKNVLXU119|2010-06-09T09:19:06Z|Jared Frami|JPY|DANKORT|1426-1354-1268-1755|ZW|Games|Mediocre Rubber Lamp|34.67|BJV2|false
REHOFGZ115|2010-03-11T10:03:53Z|Nelson Effertz|GBP|DANKORT|1434-1366-1578-1297|ZM|Sports|Ergonomic Rubber Hat|97.29||false
MGPLYIQ105|2010-06-20T07:33:17Z|Wendy Wilkinson|GBP|MASTERCARD|1444-1337-1700-1208|GR|Automotive|Intelligent Copper Wallet|88.7||false
HMXOSPC123|2010-11-07T19:59:47Z|Ava Haley|EUR|AMERICAN_EXPRESS|1218-1571-1531-1003|KE|Home|Sleek Silk Computer|2.55||false
HMXOSPC123|2010-11-07T19:59:47Z|Ava Haley|EUR|AMERICAN_EXPRESS|1218-1571-1531-1003|KE|Computers|Fantastic Cotton Chair|7.18||false
XMKOQJP129|2010-02-25T20:19:43Z|Adela Lang|GBP|AMERICAN_EXPRESS|1058-1727-1227-1877|CL|Kids|Practical Copper Keyboard|93.1||false
NYLMPTH180|2010-05-19T12:14:41Z|Zackary Erdman|EUR|AMERICAN_EXPRESS|1888-1051-1228-1375|HU|Garden|Aerodynamic Wool Gloves|39.35||false
FWEULGZ174|2010-07-06T02:57:27Z|Santino Jakubowski|JPY|MASTERCARD|1335-1391-1940-1638|KM|Industrial|Practical Cotton Keyboard|72.0|IEV2|false
WPYFCMU100|2010-06-28T07:58:15Z|Trycia Romaguera|CAD|VISA|1730-1909-1866-1265|PR|Books|Mediocre Paper Computer|23.93||false
OYHKLJQ188|2010-12-15T07:15:02Z|Salma Cummerata|AUD|JCB|1228-1011-1954-1777|AX|Games|Intelligent Iron Chair|0.15|RSX2|false
QMPGWES118|2010-04-30T01:18:03Z|Randi Stoltenberg|AUD|FORBRUGSFORENINGEN|1681-1222-1822-1471|LU|Kids|Enormous Silk Hat|31.83||false
USYXQVK120|2010-11-04T17:59:08Z|Domenica Grant III|USD|MASTERCARD|1603-1143-1163-1588|RO|Music|Mediocre Leather Bottle|66.36||false
UZRVIWT176|2010-03-08T01:54:27Z|Ms. Andreanne Harber|JPY|VISA|1360-1998-1936-1469|CD|Shoes|Aerodynamic Silk Coat|95.24||false
EQRICMW167|2010-06-25T11:31:25Z|Johanna VonRueden|CAD|MASTERCARD|1569-1631-1918-1222|ML|Sports|Durable Wooden Pants|54.11||false
YPVKCJR116|2010-07-21T09:53:47Z|Leonor Gulgowski|USD|DANKORT|1399-1050-1826-1265|GI|Garden|Ergonomic Marble Car|0.85||false
VGUBQPM193|2010-12-26T01:24:21Z|Jaida Sawayn|JPY|AMERICAN_EXPRESS|1084-1920-1623-1828|IS|Movies|Aerodynamic Paper Coat|68.51|ZEA2|false
CXEIHAW120|2010-09-16T23:33:02Z|Casey Monahan|CAD|MASTERCARD|1866-1771-1241-1697|LV|Electronics|Heavy Duty Linen Table|81.84|NKQ2|false
ZYMALPV155|2010-10-11T12:20:10Z|Carey Armstrong|EUR|JCB|1780-1500-1302-1828|TZ|Movies|Lightweight Bronze Chair|12.26||false
ZYMALPV155|2010-10-11T12:20:10Z|Carey Armstrong|EUR|JCB|1780-1500-1302-1828|TZ|Jewelery|Intelligent Silk Computer|74.98||false
EHULANF157|2010-03-31T22:47:54Z|Lorine Senger|CAD|MASTERCARD|1556-1968-1815-1525|MM|Health|Ergonomic Copper Car|42.66||false
VHXJPIR173|2010-01-29T01:28:48Z|Ms. Malinda Towne|AUD|JCB|1652-1104-1182-1740|LV|Kids|Mediocre Marble Table|83.78||false
JSFVXTZ159|2010-05-05T16:04:29Z|Imogene Bartell|GBP|MASTERCARD|1649-1327-1222-1399|ZM|Electronics|Awesome Paper Wallet|90.03|PAM2|false
XNPYRLO166|2010-09-11T08:06:17Z|Gunnar Herzog|CAD|DANKORT|1777-1193-1880-1903|UA|Outdoors|Lightweight Iron Bag|25.99||defect
LVJFINQ126|2010-03-05T21:19:31Z|Spencer Bauch|AUD|AMERICAN_EXPRESS|1993-1412-1398-1885|CF|Clothing|Practical Leather Watch|1.11||false
EPLYTSM105|2010-07-13T12:09:19Z|Antonia Cummings|CAD|FORBRUGSFORENINGEN|1479-1517-1783-1963|DJ|Sports|Small Leather Car|70.56||false
WTMRHLS160|2010-12-11T04:28:14Z|Gloria Wintheiser|JPY|AMERICAN_EXPRESS|1937-1782-1307-1867|LB|Books|Durable Wool Shirt|26.22||false
CVPIKOE114|2010-07-09T22:47:18Z|Cooper Parker|GBP|DANKORT|1987-1719-1896-1158|AL|Books|Practical Concrete Watch|0.87||false
IHQYDEB187|2010-11-29T10:05:56Z|Beverly Bogisich|EUR|JCB|1164-1019-1245-1767|NF|Computers|Durable Marble Shoes|2.7||false
IHQYDEB187|2010-11-29T10:05:56Z|Beverly Bogisich|EUR|JCB|1164-1019-1245-1767|NF|Beauty|Gorgeous Rubber Table|10.04||false
IHQYDEB187|2010-11-29T10:05:56Z|Beverly Bogisich|EUR|JCB|1164-1019-1245-1767|NF|Shoes|Synergistic Leather Car|4.78||false
IHQYDEB187|2010-11-29T10:05:56Z|Beverly Bogisich|EUR|JCB|1164-1019-1245-1767|NF|Books|Synergistic Bronze Chair|3.74|LRK2|false
IHQYDEB187|2010-11-29T10:05:56Z|Beverly Bogisich|EUR|JCB|1164-1019-1245-1767|NF|Sports|Practical Marble Plate|24.0|MJK2|false
XJNILFE115|2010-01-16T15:44:07Z|Dr. Felicia Crist|AUD|JCB|1159-1645-1446-1164|ID|Kids|Awesome Silk Shirt|97.87||defect
AHGWJFO139|2010-06-16T10:33:57Z|Johan Deckow|AUD|MASTERCARD|1050-1858-1294-1318|SZ|Automotive|Heavy Duty Silk Bench|2.39||defect
AHGWJFO139|2010-06-16T10:33:57Z|Johan Deckow|AUD|MASTERCARD|1050-1858-1294-1318|SZ|Jewelery|Aerodynamic Concrete Shoes|33.01||false
AHGWJFO139|2010-06-16T10:33:57Z|Johan Deckow|AUD|MASTERCARD|1050-1858-1294-1318|SZ|Grocery|Gorgeous Linen Computer|42.2||false
AHGWJFO139|2010-06-16T10:33:57Z|Johan Deckow|AUD|MASTERCARD|1050-1858-1294-1318|SZ|Garden|Synergistic Leather Plate|4.69||false
AHGWJFO139|2010-06-16T10:33:57Z|Johan Deckow|AUD|MASTERCARD|1050-1858-1294-1318|SZ|Health|Small Bronze Knife|12.07||bounce
FINTVZE163|2010-04-26T18:18:25Z|Ariel Swift|EUR|AMERICAN_EXPRESS|1074-1788-1120-1793|VC|Books|Awesome Plastic Bottle|95.57||bounce
DJQHWBL121|2010-04-18T22:58:30Z|Kiana Monahan|AUD|MASTERCARD|1514-1403-1638-1445|GN|Baby|Intelligent Rubber Car|28.61||false
KVRIOWF194|2010-01-03T16:45:15Z|Jany Metz|CAD|FORBRUGSFORENINGEN|1529-1604-1973-1203|PY|Games|Incredible Aluminum Car|0.08|EFJ2|false
KVRIOWF194|2010-01-03T16:45:15Z|Jany Metz|CAD|FORBRUGSFORENINGEN|1529-1604-1973-1203|PY|Health|Sleek Aluminum Coat|0.58||false
KVRIOWF194|2010-01-03T16:45:15Z|Jany Metz|CAD|FORBRUGSFORENINGEN|1529-1604-1973-1203|PY|Shoes|Intelligent Concrete Car|1.75|LYE2|false
KVRIOWF194|2010-01-03T16:45:15Z|Jany Metz|CAD|FORBRUGSFORENINGEN|1529-1604-1973-1203|PY|Automotive|Awesome Steel Coat|1.62||false
KVRIOWF194|2010-01-03T16:45:15Z|Jany Metz|CAD|FORBRUGSFORENINGEN|1529-1604-1973-1203|PY|Industrial|Gorgeous Paper Pants|0.45|ZJU2|false
PWZQFJG149|2010-06-27T09:00:47Z|Brandy Kutch IV|AUD|MASTERCARD|1902-1350-1382-1916|IL|Health|Incredible Paper Shoes|60.36||bounce
KLGNEHB136|2010-05-22T17:53:09Z|Beulah Halvorson II|USD|VISA|1654-1574-1591-1510|CY|Games|Rustic Copper Car|31.0||false
JVFWHGE144|2010-05-05T15:20:25Z|Jo Kuhn|GBP|AMERICAN_EXPRESS|1925-1643-1709-1819|HU|Garden|Sleek Marble Plate|37.86||false
JVFWHGE144|2010-05-05T15:20:25Z|Jo Kuhn|GBP|AMERICAN_EXPRESS|1925-1643-1709-1819|HU|Computers|Gorgeous Concrete Shirt|28.37|UVC2|false
SDQFXHI125|2010-01-02T22:58:32Z|Warren Collier|JPY|MASTERCARD|1038-1936-1265-1299|TF|Industrial|Practical Concrete Shoes|7.32||false
VSMCAHK118|2010-07-11T05:46:44Z|Ulises Kuvalis|GBP|AMERICAN_EXPRESS|1177-1829-1971-1968|NU|Electronics|Mediocre Concrete Computer|25.07||false
LDUPKJT131|2010-12-21T19:12:14Z|Ms. Juwan Ebert|AUD|FORBRUGSFORENINGEN|1570-1883-1572-1913|TT|Industrial|Fantastic Marble Bench|89.86||false
KZFQUTA161|2010-10-08T02:43:31Z|Mrs. Alvis Rippin|AUD|VISA|1969-1480-1939-1859|AU|Home|Mediocre Bronze Car|81.77|KGZ2|false
HMWGQKB160|2010-05-11T23:59:19Z|Hollie Runolfsson|USD|AMERICAN_EXPRESS|1755-1757-1584-1958|GY|Baby|Incredible Leather Bench|39.0||false
HMWGQKB160|2010-05-11T23:59:19Z|Hollie Runolfsson|USD|AMERICAN_EXPRESS|1755-1757-1584-1958|GY|Automotive|Heavy Duty Marble Computer|30.67||false
ATFKPGY170|2010-09-18T20:38:06Z|Jarrett Littel|JPY|JCB|1305-1492-1554-1348|ZA|Automotive|Lightweight Cotton Shoes|52.16||false
ERXSKDL184|2010-11-15T14:05:43Z|Viviane Heathcote|AUD|MASTERCARD|1475-1358-1075-1665|IL|Home|Incredible Aluminum Bottle|9.34||false
ERXSKDL184|2010-11-15T14:05:43Z|Viviane Heathcote|AUD|MASTERCARD|1475-1358-1075-1665|IL|Clothing|Gorgeous Silk Wallet|69.89|CKP2|false
DBQITPH194|2010-12-10T06:44:01Z|Dr. Antonetta Mayer|GBP|AMERICAN_EXPRESS|1687-1896-1960-1879|AE|Jewelery|Small Rubber Chair|21.07||false
DBQITPH194|2010-12-10T06:44:01Z|Dr. Antonetta Mayer|GBP|AMERICAN_EXPRESS|1687-1896-1960-1879|AE|Garden|Incredible Leather Hat|49.36|XRC2|false
DBQITPH194|2010-12-10T06:44:01Z|Dr. Antonetta Mayer|GBP|AMERICAN_EXPRESS|1687-1896-1960-1879|AE|Movies|Synergistic Linen Coat|14.93||false
XENBYKW156|2010-01-30T23:33:08Z|Akeem Abernathy|CAD|FORBRUGSFORENINGEN|1821-1377-1392-1562|RW|Outdoors|Awesome Bronze Shoes|25.25||bounce
XENBYKW156|2010-01-30T23:33:08Z|Akeem Abernathy|CAD|FORBRUGSFORENINGEN|1821-1377-1392-1562|RW|Tools|Rustic Silk Pants|4.55||false
XENBYKW156|2010-01-30T23:33:08Z|Akeem Abernathy|CAD|FORBRUGSFORENINGEN|1821-1377-1392-1562|RW|Shoes|Awesome Rubber Clock|42.53||bounce
XENBYKW156|2010-01-30T23:33:08Z|Akeem Abernathy|CAD|FORBRUGSFORENINGEN|1821-1377-1392-1562|RW|Games|Mediocre Marble Plate|17.17||false
XENBYKW156|2010-01-30T23:33:08Z|Akeem Abernathy|CAD|FORBRUGSFORENINGEN|1821-1377-1392-1562|RW|Garden|Durable Concrete Chair|1.84||false
OJDZHXA178|2010-08-29T03:14:03Z|Piper Wilderman|JPY|JCB|1225-1851-1470-1231|FI|Toys|Ergonomic Leather Lamp|35.5||false
PLWJQVY177|2010-06-29T19:15:25Z|Wilhelm Osinski|CAD|JCB|1817-1020-1164-1524|VN|Movies|Awesome Linen Plate|46.25||false
PJIQLNG114|2010-02-26T12:33:06Z|Kaylie Crist IV|CAD|JCB|1518-1076-1600-1043|CA|Books|Gorgeous Copper Hat|10.39||false
PJIQLNG114|2010-02-26T12:33:06Z|Kaylie Crist IV|CAD|JCB|1518-1076-1600-1043|CA|Clothing|Mediocre Cotton Shirt|25.07||false
PJIQLNG114|2010-02-26T12:33:06Z|Kaylie Crist IV|CAD|JCB|1518-1076-1600-1043|CA|Outdoors|Lightweight Wool Hat|3.75||false
PJIQLNG114|2010-02-26T12:33:06Z|Kaylie Crist IV|CAD|JCB|1518-1076-1600-1043|CA|Clothing|Fantastic Granite Pants|1.07||false
PJIQLNG114|2010-02-26T12:33:06Z|Kaylie Crist IV|CAD|JCB|1518-1076-1600-1043|CA|Toys|Practical Cotton Car|6.58||false
QPHXWUN132|2010-01-24T11:31:14Z|Norma Botsford I|AUD|FORBRUGSFORENINGEN|1968-1664-1702-1772|NI|Grocery|Synergistic Leather Lamp|6.85||false
QPHXWUN132|2010-01-24T11:31:14Z|Norma Botsford I|AUD|FORBRUGSFORENINGEN|1968-1664-1702-1772|NI|Music|Intelligent Aluminum Pants|1.93||false
QPHXWUN132|2010-01-24T11:31:14Z|Norma Botsford I|AUD|FORBRUGSFORENINGEN|1968-1664-1702-1772|NI|Shoes|Lightweight Aluminum Plate|56.12||false
AQPGUON186|2010-08-21T09:48:57Z|Reuben Homenick I|USD|DANKORT|1901-1824-1980-1998|JO|Electronics|Awesome Iron Bench|0.36|RVG2|false
AQPGUON186|2010-08-21T09:48:57Z|Reuben Homenick I|USD|DANKORT|1901-1824-1980-1998|JO|Music|Intelligent Wool Car|14.0||false
AQPGUON186|2010-08-21T09:48:57Z|Reuben Homenick I|USD|DANKORT|1901-1824-1980-1998|JO|Tools|Durable Cotton Coat|5.75||bounce
YXZJLMR140|2010-01-22T16:48:23Z|Alvera Hansen|EUR|VISA|1665-1277-1531-1483|SC|Industrial|Rustic Silk Shoes|17.65||false
YXZJLMR140|2010-01-22T16:48:23Z|Alvera Hansen|EUR|VISA|1665-1277-1531-1483|SC|Shoes|Fantastic Aluminum Bottle|16.29||bounce
YXZJLMR140|2010-01-22T16:48:23Z|Alvera Hansen|EUR|VISA|1665-1277-1531-1483|SC|Industrial|Enormous Rubber Lamp|29.74||false
ACESYDB132|2010-06-28T20:16:53Z|Dominique Thiel|JPY|VISA|1150-1895-1430-1629|PF|Shoes|Aerodynamic Copper Coat|34.2||false
ZBRCTYO189|2010-08-07T13:30:19Z|Darrin Nienow|JPY|AMERICAN_EXPRESS|1979-1862-1673-1190|WF|Games|Enormous Plastic Car|49.36||false
AOIJVLY168|2010-03-24T03:08:02Z|Ms. Orion Powlowski|CAD|VISA|1493-1450-1048-1452|ET|Movies|Ergonomic Copper Lamp|11.49||false
VXPOSAR182|2010-02-07T09:39:16Z|Novella Trantow|GBP|AMERICAN_EXPRESS|1476-1908-1017-1084|LY|Garden|Mediocre Linen Bench|87.59||false
HUCLOBE174|2010-05-18T04:29:19Z|Zora Schiller|EUR|AMERICAN_EXPRESS|1087-1584-1624-1358|GT|Industrial|Small Linen Bench|54.24||false
FMZSIOL146|2010-01-06T23:58:22Z|Loy Anderson|EUR|DANKORT|1282-1221-1833-1389|KM|Garden|Practical Iron Bench|28.18||bounce
IZCXJNK167|2010-02-07T08:11:02Z|Jack MacGyver|CAD|JCB|1547-1377-1792-1904|IS|Shoes|Aerodynamic Concrete Plate|12.86|BAN2|false
EBCGDPF169|2010-06-23T17:43:17Z|Audie Spencer Sr.|EUR|MASTERCARD|1721-1460-1368-1843|BO|Computers|Small Aluminum Gloves|54.08||bounce
JRVKQOI155|2010-04-04T09:47:17Z|Nicklaus Bashirian|USD|DANKORT|1483-1896-1933-1698|DO|Kids|Awesome Wooden Shirt|39.05|KGV2|false
LXNVFHG117|2010-02-26T08:12:11Z|Aimee Armstrong Sr.|EUR|VISA|1474-1575-1955-1947|GN|Games|Intelligent Paper Watch|53.5|SQV2|false
CSQRFBK147|2010-07-23T03:24:57Z|Miss Derek Kassulke|CAD|AMERICAN_EXPRESS|1175-1238-1412-1877|ML|Home|Practical Marble Gloves|88.39|ABJ2|bounce
OIVPACJ103|2010-04-30T01:37:22Z|Trinity Dickinson|AUD|DANKORT|1175-1025-1629-1888|GE|Books|Gorgeous Plastic Coat|0.4||defect
OIVPACJ103|2010-04-30T01:37:22Z|Trinity Dickinson|AUD|DANKORT|1175-1025-1629-1888|GE|Tools|Mediocre Wool Plate|10.52||false
OIVPACJ103|2010-04-30T01:37:22Z|Trinity Dickinson|AUD|DANKORT|1175-1025-1629-1888|GE|Shoes|Lightweight Copper Keyboard|13.48||false
OIVPACJ103|2010-04-30T01:37:22Z|Trinity Dickinson|AUD|DANKORT|1175-1025-1629-1888|GE|Music|Incredible Iron Bottle|15.44||false
OIVPACJ103|2010-04-30T01:37:22Z|Trinity Dickinson|AUD|DANKORT|1175-1025-1629-1888|GE|Computers|Synergistic Linen Plate|24.83||false
TYWIZOE155|2010-09-06T03:23:47Z|Tyrese Kerluke|GBP|VISA|1319-1310-1147-1800|EH|Home|Rustic Concrete Shirt|54.46|QIG2|false
UENMFWY136|2010-08-11T10:10:14Z|Urban Brakus|CAD|VISA|1647-1971-1721-1602|NG|Music|Gorgeous Marble Pants|9.13||false
XGQVLOF165|2010-04-12T00:39:43Z|Hillary Stark|EUR|JCB|1435-1947-1990-1172|PL|Books|Intelligent Marble Pants|87.92||bounce
ODZHUWK111|2010-11-21T23:51:34Z|Eveline Pollich|CAD|VISA|1842-1984-1268-1175|KM|Grocery|Lightweight Silk Hat|34.11||false
OWZRLDV118|2010-09-20T19:42:01Z|Weston Corkery|AUD|VISA|1360-1598-1753-1455|NZ|Baby|Enormous Concrete Shoes|0.03|NYF2|false
OWZRLDV118|2010-09-20T19:42:01Z|Weston Corkery|AUD|VISA|1360-1598-1753-1455|NZ|Music|Rustic Copper Car|1.2|BPQ2|defect
HGJTFNX197|2010-06-29T20:36:32Z|Berry Mante|USD|VISA|1797-1489-1786-1885|SM|Sports|Ergonomic Wooden Bottle|57.97||false
HDYUIGW153|2010-03-02T05:42:18Z|Eda Hickle|USD|JCB|1869-1507-1855-1118|PE|Shoes|Heavy Duty Copper Computer|74.16||false
OYHQVUS192|2010-05-12T06:25:45Z|Hiram Cronin|USD|VISA|1123-1770-1986-1133|KM|Health|Incredible Bronze Hat|79.68||bounce
ANCLHQO101|2010-11-24T20:36:50Z|Charley Koch|CAD|JCB|1827-1673-1730-1577|LT|Music|Gorgeous Cotton Chair|16.14||false
UMLWHDB141|2010-01-09T04:09:00Z|Raven Bradtke DVM|CAD|AMERICAN_EXPRESS|1012-1263-1137-1960|TC|Grocery|Heavy Duty Rubber Hat|0.18||defect
UMLWHDB141|2010-01-09T04:09:00Z|Raven Bradtke DVM|CAD|AMERICAN_EXPRESS|1012-1263-1137-1960|TC|Industrial|Heavy Duty Marble Knife|7.19||false
UMLWHDB141|2010-01-09T04:09:00Z|Raven Bradtke DVM|CAD|AMERICAN_EXPRESS|1012-1263-1137-1960|TC|Games|Heavy Duty Leather Keyboard|2.06|DNT2|bounce
UMLWHDB141|2010-01-09T04:09:00Z|Raven Bradtke DVM|CAD|AMERICAN_EXPRESS|1012-1263-1137-1960|TC|Outdoors|Ergonomic Steel Chair|1.71||defect
LPJTDCK186|2010-02-09T08:44:17Z|Dr. Stephon Wilkinson|AUD|MASTERCARD|1343-1693-1718-1505|VU|Baby|Mediocre Cotton Watch|96.71||false
LDVBAYO149|2010-06-16T21:06:31Z|Fay Swaniawski|GBP|MASTERCARD|1863-1312-1137-1825|AE|Sports|Durable Wooden Computer|48.61|KXB2|false
HKLYVUP115|2010-09-02T14:25:27Z|Weston Dach|USD|VISA|1257-1255-1492-1477|KP|Electronics|Ergonomic Bronze Bag|98.93|VYA2|false
TIMCLOB147|2010-11-07T12:44:07Z|Maude Hegmann|CAD|MASTERCARD|1261-1760-1367-1342|RO|Clothing|Rustic Silk Gloves|34.83||false
VCXNFGY143|2010-12-09T02:44:22Z|Kadin Goldner|GBP|VISA|1536-1822-1417-1485|VI|Industrial|Ergonomic Leather Pants|34.92|GKO2|false
RVBOFQE135|2010-06-12T15:35:15Z|Susan Bruen|USD|FORBRUGSFORENINGEN|1601-1330-1174-1309|BG|Shoes|Sleek Marble Coat|18.69||defect
RVBOFQE135|2010-06-12T15:35:15Z|Susan Bruen|USD|FORBRUGSFORENINGEN|1601-1330-1174-1309|BG|Shoes|Aerodynamic Granite Gloves|0.75|WBF2|defect
RVBOFQE135|2010-06-12T15:35:15Z|Susan Bruen|USD|FORBRUGSFORENINGEN|1601-1330-1174-1309|BG|Electronics|Gorgeous Granite Keyboard|4.43||false
RVBOFQE135|2010-06-12T15:35:15Z|Susan Bruen|USD|FORBRUGSFORENINGEN|1601-1330-1174-1309|BG|Movies|Small Paper Keyboard|2.24||false
RVBOFQE135|2010-06-12T15:35:15Z|Susan Bruen|USD|FORBRUGSFORENINGEN|1601-1330-1174-1309|BG|Automotive|Synergistic Leather Shoes|4.22|QJY2|false
IYZAQUT122|2010-01-30T14:48:23Z|Danyka McKenzie|JPY|MASTERCARD|1032-1192-1495-1810|GA|Grocery|Incredible Rubber Knife|16.87||false
FJWKMUS132|2010-07-04T10:16:59Z|Amina O'Kon|JPY|JCB|1522-1253-1700-1719|NA|Beauty|Fantastic Paper Shoes|3.58||false
FJWKMUS132|2010-07-04T10:16:59Z|Amina O'Kon|JPY|JCB|1522-1253-1700-1719|NA|Toys|Ergonomic Copper Bottle|55.49||false
FJWKMUS132|2010-07-04T10:16:59Z|Amina O'Kon|JPY|JCB|1522-1253-1700-1719|NA|Clothing|Synergistic Iron Shoes|5.54||defect
TNOIWER184|2010-01-15T12:33:05Z|Joanny Champlin|CAD|MASTERCARD|1108-1399-1132-1514|PF|Electronics|Synergistic Aluminum Gloves|34.95||false
KBZAWQH177|2010-11-05T16:23:41Z|Irving Dach|GBP|AMERICAN_EXPRESS|1388-1667-1305-1900|BY|Grocery|Intelligent Aluminum Lamp|24.65||false
FZLCVMJ168|2010-01-21T10:36:43Z|Ms. Delfina Herzog|USD|MASTERCARD|1565-1272-1598-1809|MN|Outdoors|Sleek Cotton Bag|61.18|HQN2|false
KWAVNYZ176|2010-05-28T09:46:00Z|Timmy Thompson Jr.|JPY|JCB|1496-1941-1798-1894|SN|Garden|Fantastic Silk Keyboard|6.53||false
TMLERVH104|2010-08-31T05:11:39Z|Raegan Bergnaum|GBP|JCB|1488-1532-1940-1347|HK|Kids|Fantastic Copper Pants|11.07||false
TMLERVH104|2010-08-31T05:11:39Z|Raegan Bergnaum|GBP|JCB|1488-1532-1940-1347|HK|Clothing|Intelligent Rubber Chair|17.62||false
OGWQDNP124|2010-08-30T12:42:11Z|Tracy Pollich|EUR|VISA|1736-1932-1154-1431|MK|Movies|Sleek Marble Pants|46.26|PZH2|false
VSCKRAD162|2010-03-10T04:59:12Z|Mrs. Destiney Kassulke|USD|AMERICAN_EXPRESS|1201-1493-1249-1800|MH|Tools|Synergistic Iron Watch|94.36|MPO2|false
ZBKRFYN125|2010-01-22T03:46:45Z|Shanelle Spinka|GBP|FORBRUGSFORENINGEN|1053-1720-1113-1879|YE|Industrial|Incredible Concrete Car|33.95||false
ZBKRFYN125|2010-01-22T03:46:45Z|Shanelle Spinka|GBP|FORBRUGSFORENINGEN|1053-1720-1113-1879|YE|Movies|Intelligent Steel Wallet|10.05||false
ZBKRFYN125|2010-01-22T03:46:45Z|Shanelle Spinka|GBP|FORBRUGSFORENINGEN|1053-1720-1113-1879|YE|Movies|Mediocre Marble Plate|29.08||bounce
JHZBKYX150|2010-12-07T16:01:37Z|Miss Dell Mohr|USD|JCB|1026-1663-1256-1412|SR|Clothing|Fantastic Iron Computer|72.61||false
ADYJXRE149|2010-01-14T03:08:11Z|Terrence Hagenes|USD|MASTERCARD|1313-1118-1832-1021|LT|Garden|Rustic Leather Keyboard|81.65|HIG2|false
YTLEXMK119|2010-08-17T05:59:27Z|Birdie Davis|AUD|MASTERCARD|1134-1574-1247-1662|MX|Kids|Incredible Leather Car|65.72||false
SKZNXJU125|2010-05-29T07:50:32Z|Aiden Bradtke Jr.|USD|FORBRUGSFORENINGEN|1091-1293-1183-1908|KH|Movies|Awesome Wooden Computer|51.48||false
WDJALOH143|2010-03-16T21:46:45Z|Garrison Schultz|GBP|DANKORT|1365-1165-1101-1075|ET|Beauty|Aerodynamic Aluminum Bag|60.97||false
GRKEQOV110|2010-07-14T18:52:40Z|Jakob Zulauf|JPY|VISA|1594-1321-1605-1958|MR|Music|Fantastic Concrete Shoes|78.37||false
GRKEQOV110|2010-07-14T18:52:40Z|Jakob Zulauf|JPY|VISA|1594-1321-1605-1958|MR|Outdoors|Heavy Duty Marble Wallet|7.51||false
JPLDGOW186|2010-11-26T01:46:22Z|Kiley Swift IV|JPY|DANKORT|1048-1488-1244-1891|AS|Sports|Intelligent Silk Clock|4.5|RNJ2|false
NEMBCFK111|2010-07-24T20:49:43Z|Ron Leannon|AUD|FORBRUGSFORENINGEN|1007-1651-1622-1637|IS|Garden|Intelligent Steel Table|49.18||false
LYXWTUB164|2010-01-24T23:00:09Z|Beryl Hartmann|JPY|VISA|1598-1592-1535-1975|GU|Clothing|Enormous Paper Keyboard|99.68|ODC2|false
CYWBFIL130|2010-02-20T09:48:39Z|Daija Corwin|JPY|FORBRUGSFORENINGEN|1780-1898-1722-1363|DM|Games|Sleek Linen Table|65.06||false
CYWBFIL130|2010-02-20T09:48:39Z|Daija Corwin|JPY|FORBRUGSFORENINGEN|1780-1898-1722-1363|DM|Industrial|Practical Concrete Table|1.75||false
CYWBFIL130|2010-02-20T09:48:39Z|Daija Corwin|JPY|FORBRUGSFORENINGEN|1780-1898-1722-1363|DM|Garden|Rustic Bronze Shoes|30.23||false
CJTLDKU198|2010-09-20T20:15:58Z|Carroll Berge|EUR|FORBRUGSFORENINGEN|1974-1321-1610-1477|DM|Books|Synergistic Aluminum Bag|57.99|BRJ2|false
CJTLDKU198|2010-09-20T20:15:58Z|Carroll Berge|EUR|FORBRUGSFORENINGEN|1974-1321-1610-1477|DM|Health|Gorgeous Rubber Bench|28.4||false
JFXLING101|2010-08-23T14:57:09Z|Markus Reinger|JPY|FORBRUGSFORENINGEN|1595-1792-1401-1544|FI|Clothing|Intelligent Rubber Coat|19.62|IAP2|false
JFXLING101|2010-08-23T14:57:09Z|Markus Reinger|JPY|FORBRUGSFORENINGEN|1595-1792-1401-1544|FI|Automotive|Sleek Wooden Bottle|20.71||false
DAIOUGK165|2010-05-17T01:58:20Z|Francesca Nader|USD|DANKORT|1249-1982-1968-1070|PH|Toys|Heavy Duty Bronze Bottle|33.47||false
LQDFTRB122|2010-10-17T02:09:41Z|Mrs. Alycia Gusikowski|CAD|AMERICAN_EXPRESS|1166-1325-1256-1844|DZ|Tools|Practical Bronze Chair|92.15||false
VZDSAYN102|2010-11-15T05:14:56Z|Justus Schmitt III|GBP|AMERICAN_EXPRESS|1951-1503-1377-1009|IE|Beauty|Practical Paper Bench|0.24||defect
VZDSAYN102|2010-11-15T05:14:56Z|Justus Schmitt III|GBP|AMERICAN_EXPRESS|1951-1503-1377-1009|IE|Games|Aerodynamic Rubber Clock|11.26||false
VZDSAYN102|2010-11-15T05:14:56Z|Justus Schmitt III|GBP|AMERICAN_EXPRESS|1951-1503-1377-1009|IE|Industrial|Awesome Plastic Bag|43.9|GRX2|defect
